User ID,Name,Linked Accounts,Money Sources,Total Credit Amount,Transfer Accounts,Transaction Amount,Employment Status,Education Level,Marital Status,Fraud Indicator
3440,Name 3440,3,"['2564709576918858', '2242034989200723']",282624.15,['4184960433291239'],248779.67,Unemployed,High School,Divorced,1
3441,Name 3441,2,"['2270920695050953', '5307237939251226']",258459.38,['4087206805113710'],233253.24,Employed,High School,Divorced,0
3442,Name 3442,1,['2227562916433651'],213170.69,['4542371069191643'],123094.98,Unemployed,PhD,Single,1
3443,Name 3443,2,"['2236368174764442', '2221151229165204']",120120.1,['4766987680879784'],115157.12,Employed,Master,Divorced,0
3444,Name 3444,1,['2412302614786216'],261375.26,['4253858658686867'],232926.46,Unemployed,Master,Married,1
3445,Name 3445,1,"['5528109078078764', '5357777760238361']",226968.19,['4420407078614832'],175688.84,Unemployed,Master,Single,0
3446,Name 3446,2,"['2605983393799608', '2244158364381002']",270141.75,['4579370184959161'],179382.64,Unemployed,PhD,Divorced,0
3447,Name 3447,3,['2329308830001555'],148741.39,['4420837550825417'],86548.56,Student,PhD,Single,0
3448,Name 3448,1,"['5599106583248134', '2281169601539348']",258376.05,['4564209077340500'],228405.01,Unemployed,Bachelor,Divorced,0
3449,Name 3449,2,"['2251573553455641', '2636345943858917']",135433.87,['4193807993504486'],33302.84,Student,High School,Divorced,0
3450,Name 3450,2,"['2275211693473362', '2434338924966761']",46592.08,['4115020496217920'],17168.06,Student,PhD,Single,0
3451,Name 3451,2,"['2306215380728767', '2708805401865848']",102382.08,['4561510852749036'],89745.27,Employed,PhD,Married,0
3452,Name 3452,3,"['2345115865852491', '2227384272129975']",237678.14,['4734209741516308'],204381.0,Employed,Master,Married,0
3453,Name 3453,2,['5464875534248029'],49083.07,['4934377091224613'],150000.0,Unemployed,Master,Married,0
3454,Name 3454,1,"['5506927713698621', '2289864553476794']",142904.37,['4522782262277761'],142145.45,Unemployed,Master,Divorced,0
3455,Name 3455,2,"['2706973123111057', '2236213111320959']",215760.43,['4773197019507210'],187011.79,Unemployed,Bachelor,Single,0
3456,Name 3456,2,['2272992368185273'],215488.87,"['4093204647485539', '4949339995601760', '4140875148286329']",140549.2,Employed,High School,Divorced,0
3457,Name 3457,2,"['2587651673530520', '2714091588330284']",47914.9,['4232222008363360'],15061.01,Unemployed,PhD,Single,0
3458,Name 3458,2,['2236905275301945'],223260.51,['4031947016317643'],116646.11,Unemployed,High School,Divorced,1
3459,Name 3459,2,"['2278259659693827', '2275752845696848']",86618.83,['4091422388047282'],58905.39,Unemployed,Bachelor,Divorced,0
3460,Name 3460,1,"['5530176466739402', '2263507099340798']",242570.7,['4603175733360708'],144713.88,Student,Master,Single,0
3461,Name 3461,1,"['2315064707967008', '2240435064092137']",173632.88,['4402084385876644'],61541.7,Student,Master,Single,0
3462,Name 3462,2,"['5575077114689096', '5130737633243190']",186141.56,"['4551913131621574', '4380063151890910', '4157532383345639']",127534.96,Student,PhD,Divorced,0
3463,Name 3463,3,['2712235630334685'],70366.31,"['4318331791663733', '4632341760299608', '4887747953426075']",43564.39,Student,Master,Divorced,0
3464,Name 3464,1,"['2717699475335369', '2416681830122611']",96899.0,['4278679148257288'],63892.74,Unemployed,Master,Single,0
3465,Name 3465,1,"['2266597640137899', '2303399060018377']",273211.7,['4671054929259338'],206387.46,Unemployed,PhD,Married,0
3466,Name 3466,3,"['2242615478831240', '2227616247577089', '2267999398306107']",41023.85,['4773646338581173'],150000.0,Unemployed,Master,Divorced,1
3467,Name 3467,1,['2289556442554449'],244818.98,['4054900485959991'],226395.1,Unemployed,PhD,Married,1
3468,Name 3468,2,"['5345975667773127', '2263049522222715']",249856.67,['4328849576795311'],146250.34,Student,Master,Single,0
3469,Name 3469,2,"['5378919997018357', '2602680852628269']",218656.81,['4414774479912570'],153919.92,Student,Bachelor,Single,0
3470,Name 3470,1,"['2362941307525900', '2563130710532128']",239199.24,"['4588076260979879', '4342794675307448', '4611976318830050']",134707.19,Employed,PhD,Single,0
3471,Name 3471,2,['2282526359061388'],133110.39,['4962793300148747'],118405.96,Unemployed,Bachelor,Divorced,0
3472,Name 3472,2,"['2299526571463892', '2716435444636343']",231065.9,['4622511250422686'],181858.44,Student,Master,Divorced,0
3473,Name 3473,3,"['2261369222615238', '2665480283840821']",138308.57,['4132633340944629'],82748.74,Student,High School,Single,0
3474,Name 3474,2,['2232106129631181'],183074.41,['4526219822190438'],92401.09,Student,Master,Single,0
3475,Name 3475,2,['2288989737791791'],50810.4,['4180403459938825'],150000.0,Employed,High School,Single,0
3476,Name 3476,2,['2361584369809498'],142353.36,['4427397170306507'],69971.0,Employed,Master,Divorced,0
3477,Name 3477,2,['2702609705529035'],178907.55,['4268166630042032'],150000.0,Employed,Master,Divorced,0
3478,Name 3478,2,['5558506174714387'],286773.65,['4743776193912481'],150000.0,Student,High School,Divorced,0
3479,Name 3479,2,['5350974224403791'],272505.2,['4014713365203052'],60554.72,Employed,High School,Single,0
3480,Name 3480,2,['2525486176710138'],78454.01,['4925883226488495'],150000.0,Employed,High School,Divorced,0
3481,Name 3481,2,"['2340833018618123', '5444801337235828']",55380.57,['4694305430198297'],38393.38,Employed,Master,Single,0
3482,Name 3482,2,"['2546779224329140', '2553777714818242', '5150353327338042']",162023.27,['4780903621971939'],109341.28,Employed,Bachelor,Divorced,0
3483,Name 3483,1,"['5166661075493823', '2234658402587173']",82369.86,"['4689805833929682', '4106329741643165', '4047772350409968']",34710.46,Employed,High School,Single,0
3484,Name 3484,2,"['2609225795598048', '5438538433132594', '2253025505374733']",269313.66,['4027487972696587'],206344.17,Unemployed,PhD,Single,1
3485,Name 3485,1,['2279941004827221'],241662.89,['4165539121703649'],227538.15,Unemployed,PhD,Married,1
3486,Name 3486,3,"['2717863428069620', '2247338942014872']",119046.95,['4043352354177988'],103560.63,Unemployed,PhD,Married,1
3487,Name 3487,2,"['2228394148923591', '2297918224152554']",202248.2,['4605225908411998'],58187.49,Unemployed,Master,Married,0
3488,Name 3488,1,"['5473744510416118', '2638832031360698']",41717.36,['4127561424137413'],150000.0,Employed,Master,Divorced,0
3489,Name 3489,3,"['5597975338992192', '2710831766261197', '2561273006554034']",154772.67,['4237450106563202'],150000.0,Employed,PhD,Married,1
3490,Name 3490,2,"['2296687959767743', '2719466113237789']",267399.78,['4747863797762573'],73034.06,Unemployed,Bachelor,Divorced,0
3491,Name 3491,2,"['2697899154521917', '2565010342334895']",153168.7,['4364899438223130'],38057.53,Employed,High School,Married,0
3492,Name 3492,1,"['5388979498752548', '2262665368564505']",294040.25,['4794005129656188'],118102.19,Unemployed,High School,Married,0
3493,Name 3493,1,['2671388602699384'],95495.77,['4407640692379237'],53117.43,Student,High School,Married,0
3494,Name 3494,1,['5386807263213952'],271485.41,['4593268476702202'],156898.54,Employed,PhD,Married,1
3495,Name 3495,1,"['2720741273125470', '5161399928679117']",82956.85,['4179703788744239'],150000.0,Unemployed,PhD,Single,0
3496,Name 3496,3,"['2288566762642345', '2720637195003805']",110880.35,['4606627919258004'],150000.0,Unemployed,PhD,Divorced,1
3497,Name 3497,2,"['2609006933459172', '2386550495806428']",142400.51,['4240942041501771'],133398.19,Employed,PhD,Married,0
3498,Name 3498,1,['2668017515759259'],241530.38,['4394060927955237'],106156.06,Unemployed,Bachelor,Single,1
3499,Name 3499,1,['2708701587609599'],141217.77,['4817432777504697'],83067.31,Unemployed,PhD,Married,0
3500,Name 3500,1,['2277913756921975'],59467.62,['4968113519778784'],39676.67,Unemployed,PhD,Divorced,0
3501,Name 3501,2,['5445680279002241'],36275.2,['4204647128105230'],29175.19,Employed,Bachelor,Married,0
3502,Name 3502,3,"['5280977468265110', '2256422382336025', '5184350580161681']",172212.25,['4971831101614761'],150000.0,Employed,PhD,Divorced,1
3503,Name 3503,1,"['5576254264431962', '2256271572526352']",218298.26,['4332374758279814'],108566.12,Unemployed,High School,Married,0
3504,Name 3504,2,['2392934918696453'],136321.96,['4997354415912656'],71527.52,Unemployed,PhD,Divorced,0
3505,Name 3505,1,"['2705109352983111', '2516082711050386']",80606.1,['4243173675638245'],28244.86,Employed,Bachelor,Single,0
3506,Name 3506,2,['2720378640233347'],122291.0,['4265801995373795'],79161.37,Employed,PhD,Single,0
3507,Name 3507,1,"['5474666306663273', '2516943131222154']",268689.9,['4692275244263672'],191247.43,Unemployed,Master,Divorced,0
3508,Name 3508,1,['2281947305405019'],286850.1,['4721542147350525'],71592.65,Unemployed,PhD,Single,1
3509,Name 3509,2,"['5439383434212486', '5299756389104775']",90016.71,['4667243011481209'],51871.99,Employed,Master,Married,0
3510,Name 3510,1,"['2407976678407384', '2332534739626631']",226797.2,"['4670371554502555', '4356796703755798', '4504379769338121']",130615.21,Student,High School,Single,0
3511,Name 3511,2,['2227102209778734'],299358.35,['4955739067420273'],71310.77,Employed,High School,Divorced,0
3512,Name 3512,2,"['2704360367816249', '2715781682009490']",96646.86,['4227781710008495'],79234.86,Employed,PhD,Married,0
3513,Name 3513,3,['2225782421492016'],155398.33,['4425290297974715'],73904.26,Employed,Master,Divorced,1
3514,Name 3514,2,"['5294863852675110', '5152018380841848', '2221465111119917']",254241.41,['4581700053146910'],117861.47,Employed,High School,Married,0
3515,Name 3515,2,"['5459651938620635', '2720550002791050']",13903.03,['4579754791871267'],12406.54,Employed,Master,Single,0
3516,Name 3516,2,"['2451896902616649', '2231530644280326']",150000.0,['4295251872103598'],128977.8,Student,High School,Married,0
3517,Name 3517,2,"['2720738335540340', '2715038315652596', '2713160102880560']",134067.98,['4218987942058601'],50009.44,Unemployed,PhD,Divorced,0
3518,Name 3518,2,"['2447155741442312', '2714013525422545']",139941.31,['4479499021820319'],50721.99,Employed,Master,Single,0
3519,Name 3519,1,['2237595345871453'],116420.59,['4539317661047654'],64165.26,Employed,Bachelor,Married,0
3520,Name 3520,2,['5367899655241249'],197102.33,['4982916682505236'],128903.7,Unemployed,Master,Single,1
3521,Name 3521,1,"['5135769308395844', '5452005142018192']",206616.85,['4738021109193703'],190273.88,Student,Master,Married,0
3522,Name 3522,1,"['2720249171729526', '2224301208697654']",297747.57,['4551791068916583'],114980.72,Employed,PhD,Divorced,0
3523,Name 3523,2,['2233305587879428'],79557.5,"['4024310670685335', '4711876570251186', '4611416685935141']",28543.67,Employed,Bachelor,Single,0
3524,Name 3524,1,"['2235382929655376', '5249868398787663']",11179.53,"['4145236156182493', '4639616656626110', '4198144826597619']",8731.5,Unemployed,High School,Married,0
3525,Name 3525,3,['2258542678871357'],234687.0,['4951736731393864'],118194.82,Unemployed,High School,Married,1
3526,Name 3526,2,"['2274450310185634', '2270762660445770', '2261198757454436']",56455.75,['4895268920736728'],38659.77,Employed,PhD,Divorced,0
3527,Name 3527,3,"['2259893789430362', '2229065321210571']",150000.0,['4961095493043235'],93103.32,Employed,Bachelor,Single,0
3528,Name 3528,1,"['2365493351261914', '2221419932565865', '2271754856206594']",241171.29,['4973726446086063'],150000.0,Student,PhD,Married,0
3529,Name 3529,3,"['5354384640108154', '2256002493357894']",150000.0,['4236236741955403'],105039.66,Unemployed,Bachelor,Married,1
3530,Name 3530,1,['2709265474228896'],265014.24,['4511155632170763'],55392.92,Unemployed,High School,Single,1
3531,Name 3531,1,['2552318737009484'],117150.75,['4182342812089231'],53657.42,Unemployed,High School,Divorced,0
3532,Name 3532,1,"['2232638681626738', '2312160400667326']",39250.28,['4477252099795737'],39043.16,Employed,High School,Single,0
3533,Name 3533,1,['2245360568622178'],189162.44,['4286000065326958'],147611.45,Student,PhD,Divorced,0
3534,Name 3534,2,['2273798978244387'],65795.28,['4537896131225562'],41539.78,Unemployed,Bachelor,Married,0
3535,Name 3535,3,"['5332041368062719', '2716743275809263', '2241674914489122']",30370.83,['4338274734768720'],16336.03,Student,PhD,Married,0
3536,Name 3536,3,"['2260665933909906', '2690245644071484']",194270.09,['4783640250739743'],121411.71,Employed,Bachelor,Married,0
3537,Name 3537,2,['5174825687956929'],137256.4,['4762729993741960'],123475.0,Employed,Master,Single,0
3538,Name 3538,2,['2278453010571794'],78131.11,['4568633386404135'],20490.77,Employed,PhD,Divorced,0
3539,Name 3539,1,"['2285899910283420', '2231961642240766']",289988.59,['4221813278156030'],83797.7,Employed,PhD,Single,0
3540,Name 3540,1,"['2243881568025544', '2644320530074301']",128465.71,['4199782525204521'],110471.58,Unemployed,Master,Divorced,0
3541,Name 3541,2,['2720186854431519'],106295.39,['4703707325567289'],54099.68,Student,PhD,Divorced,0
3542,Name 3542,2,['2711247174264609'],101667.72,['4756677761198848'],32508.37,Unemployed,PhD,Married,0
3543,Name 3543,1,['5486933653992168'],298252.99,['4614827965709740'],159869.21,Employed,PhD,Divorced,1
3544,Name 3544,3,"['5548967224308492', '2543203010181402']",40221.91,['4767682182338673'],37781.42,Unemployed,Bachelor,Single,1
3545,Name 3545,1,"['5356547902926400', '2701594615559317']",49969.74,['4304909477448515'],26911.93,Unemployed,Bachelor,Divorced,0
3546,Name 3546,2,['5494224953940861'],75730.07,['4314408444057077'],150000.0,Unemployed,Bachelor,Married,0
3547,Name 3547,1,['2248209014092766'],129021.39,['4891958117369101'],26224.07,Employed,High School,Single,0
3548,Name 3548,2,"['2442234514428462', '2251800978680200']",194642.1,['4479795621641678'],50679.98,Employed,High School,Single,0
3549,Name 3549,3,"['2547265984373287', '5110397410004853']",113129.21,['4706510025940153'],50582.84,Student,Bachelor,Single,0
3550,Name 3550,3,"['2267647572502724', '2286243996314768']",257721.35,['4501376014105670'],152759.72,Student,Bachelor,Single,0
3551,Name 3551,2,['5542982971823128'],108563.7,['4644114742465605'],102825.94,Employed,High School,Married,0
3552,Name 3552,1,"['2285821389021388', '5371144938968670']",297637.85,['4535808354143390'],154739.22,Employed,PhD,Single,0
3553,Name 3553,2,['5434280762660440'],260713.86,"['4249606821998215', '4287590361842426', '4431380825382622']",191665.49,Student,Bachelor,Married,1
3554,Name 3554,3,"['2232971606613634', '2429341867238401', '2292895018068615']",88223.0,['4924261977133480'],47324.73,Employed,Master,Divorced,0
3555,Name 3555,2,"['2281813209089533', '2657418497341780']",205374.22,"['4030877167720116', '4182648515398509', '4820799952281712']",93631.06,Unemployed,PhD,Divorced,0
3556,Name 3556,1,"['2713723267533082', '5521437144899062', '5338658309222013']",129262.52,['4675839384803455'],85107.83,Student,PhD,Married,0
3557,Name 3557,2,['2720735197783315'],27206.97,['4139561125796398'],24630.01,Student,Bachelor,Single,0
3558,Name 3558,3,"['2279546361068564', '2368348223487393']",277853.16,['4133552383518182'],257912.11,Employed,PhD,Married,0
3559,Name 3559,2,"['2282375313262223', '2720152278058130']",75906.4,['4897069627313334'],51199.98,Student,PhD,Divorced,0
3560,Name 3560,2,"['5320083088260458', '2273279096285735']",264664.92,['4830552870966536'],243077.91,Employed,Master,Divorced,0
3561,Name 3561,2,"['2718532980106893', '5135521487036685']",53598.54,['4130413602711459'],32585.1,Unemployed,High School,Divorced,0
3562,Name 3562,2,['2270561411791759'],16317.13,['4208100092614312'],7069.56,Student,Bachelor,Divorced,0
3563,Name 3563,1,"['5280398922548795', '2255283725776561']",48029.0,['4838838327059948'],23265.09,Student,PhD,Single,0
3564,Name 3564,1,['2242216008369874'],10511.82,['4884685490984185'],150000.0,Student,Master,Single,0
3565,Name 3565,2,"['5197661213295851', '2242672178635322']",288764.96,['4071821267874761'],109258.11,Unemployed,Master,Single,0
3566,Name 3566,2,['2720572878180036'],130177.15,"['4731675105321589', '4436430810868807', '4122628055415700']",102449.24,Student,Master,Single,0
3567,Name 3567,2,"['2253143511644831', '2538392335134407']",258495.99,['4063302504497898'],94975.82,Employed,Bachelor,Divorced,0
3568,Name 3568,1,['2323247790243946'],124100.44,"['4264809280590479', '4305794981572417', '4205346167167289']",150000.0,Unemployed,Master,Married,0
3569,Name 3569,1,"['2679306743822980', '2347301207257346']",150000.0,['4115222538877360'],83273.82,Student,High School,Divorced,0
3570,Name 3570,1,['2256780246398378'],63795.66,['4228122047809488'],49188.72,Employed,Bachelor,Married,0
3571,Name 3571,1,"['2528183329227030', '2225932919321074', '2441757926190008']",233008.43,"['4289014398077284', '4785486833677259', '4865353170634645']",184302.38,Student,Bachelor,Married,1
3572,Name 3572,2,"['5398179575362695', '2243182657501465']",57293.83,['4421561215167275'],38451.83,Employed,PhD,Divorced,0
3573,Name 3573,2,"['2229287617514249', '2289260143208880']",41212.5,['4979424522147587'],30452.02,Unemployed,PhD,Divorced,0
3574,Name 3574,1,"['2632930719519704', '2453569241092750']",244486.29,"['4213830638157854', '4931030993449951', '4215131063611798']",130929.17,Employed,Master,Divorced,0
3575,Name 3575,2,"['2333439663310070', '2227148318774320']",139436.62,['4038513632461414'],138756.01,Unemployed,Master,Divorced,0
3576,Name 3576,1,"['2290203832941566', '2239723131445427', '2408465843374314']",197803.78,['4989524993537527'],50832.87,Student,Master,Married,0
3577,Name 3577,2,"['2255079966775563', '5476448629747507']",227337.63,['4232409827092011'],160127.13,Employed,High School,Single,0
3578,Name 3578,2,"['2230057965601048', '2555352758226666']",267463.43,['4799012870625011'],215112.97,Employed,High School,Married,0
3579,Name 3579,1,['2310044308092161'],158693.41,['4914128891449429'],131471.12,Student,High School,Married,0
3580,Name 3580,2,"['2702047750400044', '5325492178360125']",296020.37,['4933339066299880'],169954.55,Student,Bachelor,Divorced,0
3581,Name 3581,2,"['2603066187592538', '5284310435954648']",234665.29,['4285822622792369'],173900.91,Employed,High School,Single,0
3582,Name 3582,2,"['2548561284997117', '2281725392484471']",230299.31,['4184696594975067'],204366.65,Unemployed,PhD,Divorced,0
3583,Name 3583,1,"['2227893026046459', '2720528549932353']",82817.79,['4177953976537984'],69519.87,Student,PhD,Divorced,0
3584,Name 3584,2,"['2569160453787633', '5466308226854183']",204048.21,"['4730385541278036', '4604519526068011', '4115625380792604']",134622.75,Employed,PhD,Married,0
3585,Name 3585,1,"['2611469971588052', '2288385529644837']",257579.61,['4447553386436241'],160305.69,Unemployed,High School,Married,0
3586,Name 3586,1,['2711062743435006'],239189.18,"['4906139457829250', '4727306453166410', '4087012047140291']",149493.85,Employed,PhD,Married,0
3587,Name 3587,2,"['2263500985549143', '2720825929158850']",130132.73,"['4488513219870776', '4838648131378545', '4214742382967009']",68520.82,Unemployed,PhD,Single,0
3588,Name 3588,2,"['2716785752034287', '2704605824698915', '2235127926980008']",88392.02,"['4836298243967025', '4338036828006303', '4337296761673474']",23418.68,Unemployed,Master,Married,0
3589,Name 3589,2,"['2237764741276069', '2700570749831534']",254805.61,['4237256290204549'],131440.89,Employed,Bachelor,Divorced,0
3590,Name 3590,2,['2710060796079946'],231709.13,['4736756569086580'],150000.0,Student,Bachelor,Single,0
3591,Name 3591,2,"['2392191646559467', '2269286526431199']",230619.49,['4536022673489935'],150000.0,Unemployed,High School,Married,0
3592,Name 3592,2,"['2269165166250632', '2559839263531511']",73721.1,"['4974431149891351', '4400631852724509', '4652764688594740']",26766.07,Unemployed,Bachelor,Divorced,0
3593,Name 3593,2,['2295478536649880'],194134.12,['4007986498043855'],70259.9,Student,PhD,Single,0
3594,Name 3594,1,['2243334502834167'],135230.91,['4992478866631351'],50874.28,Unemployed,High School,Married,0
3595,Name 3595,2,"['2299052465109152', '5129929936051924']",200506.65,['4973054731176618'],115376.55,Student,Bachelor,Single,0
3596,Name 3596,2,['2323595228360884'],174637.23,['4754741429098493'],111698.56,Unemployed,High School,Single,1
3597,Name 3597,1,"['2490209983647330', '5598006112585819', '5557674741219602']",204164.13,['4595263637276483'],157149.15,Student,Bachelor,Married,1
3598,Name 3598,2,"['5156745511002322', '2273884896434720']",296000.77,['4749597549910902'],161215.07,Unemployed,Bachelor,Divorced,0
3599,Name 3599,1,"['2226785610333635', '2247098299361629']",28792.75,['4574773713761526'],13427.78,Employed,High School,Single,0
3600,Name 3600,1,['5578511855401615'],220778.74,['4096642110168750'],111600.65,Student,High School,Married,0
3601,Name 3601,3,['2278390734883156'],284760.15,['4337912579646367'],270681.9,Employed,Bachelor,Married,1
3602,Name 3602,3,['5387038985706565'],174690.65,['4934297621636914'],148171.43,Employed,Master,Divorced,1
3603,Name 3603,1,['2241418633790190'],240928.95,['4087417179144823'],166000.65,Student,High School,Divorced,1
3604,Name 3604,1,"['2234686718836612', '2715481280987136', '5165748464609472']",271784.23,['4286587850357693'],213874.56,Unemployed,High School,Married,1
3605,Name 3605,1,['5251772089704836'],188705.92,['4149026355238022'],150000.0,Student,High School,Divorced,0
3606,Name 3606,1,['2282001229743227'],16121.52,['4965311990949279'],150000.0,Unemployed,High School,Married,0
3607,Name 3607,1,"['5471646271681347', '5184622222170829']",262615.19,['4470547735597810'],212033.42,Student,Master,Single,0
3608,Name 3608,2,"['2470440284522211', '5279351398552455']",24544.36,['4809001287820081'],15097.31,Student,Bachelor,Married,0
3609,Name 3609,1,"['2684586459522964', '2244943526229102']",150512.96,['4565353648598037'],68910.67,Unemployed,High School,Single,0
3610,Name 3610,1,"['5495567666874911', '2266810223148203', '5559750471366322']",28705.02,['4391500459772347'],7862.05,Student,PhD,Single,0
3611,Name 3611,2,"['5143619401631241', '5178333467720561']",131610.02,['4323777694785853'],54800.38,Unemployed,Bachelor,Single,0
3612,Name 3612,1,['2675475010282782'],33997.55,['4796758343072958'],17774.34,Student,Bachelor,Single,0
3613,Name 3613,2,"['2295302070840913', '2711362815170196']",25910.87,['4951563475688444'],19256.82,Employed,Bachelor,Divorced,0
3614,Name 3614,2,"['5464249742504708', '2224290263079041']",67566.98,['4600094337782287'],23342.26,Student,High School,Single,0
3615,Name 3615,2,"['2720017647578896', '2236221751874284']",235816.28,['4996216488040874'],230923.68,Student,Master,Married,0
3616,Name 3616,1,['2712692140404335'],150000.0,['4580910330653304'],103175.23,Unemployed,Master,Single,0
3617,Name 3617,1,['5480231171395790'],52690.11,['4689905192833762'],14584.77,Unemployed,PhD,Divorced,0
3618,Name 3618,2,['2518898020881544'],169995.28,['4820418732463546'],150000.0,Student,Master,Divorced,0
3619,Name 3619,2,['5138040332796051'],299715.07,['4051442641991843'],206947.35,Unemployed,Bachelor,Divorced,1
3620,Name 3620,2,"['5315240672196772', '2270066071224117']",227064.38,['4604878402577416'],181497.86,Unemployed,Bachelor,Divorced,0
3621,Name 3621,2,"['2229940054718067', '5484523161512897']",150000.0,['4498084251863952'],45957.47,Unemployed,Bachelor,Single,0
3622,Name 3622,1,"['5155438772949586', '2720569056655797']",150000.0,"['4705844518444683', '4437573999269047', '4700009156424836']",53755.96,Unemployed,High School,Single,0
3623,Name 3623,1,"['5246119216194614', '2298406787216981']",281791.28,['4821348990558126'],227038.04,Student,PhD,Single,0
3624,Name 3624,1,"['2264526577319941', '2681997175286003']",296403.93,['4731727176733679'],183773.69,Student,Master,Single,0
3625,Name 3625,1,['2272218255468741'],199867.89,['4013161553396372'],178903.03,Unemployed,PhD,Divorced,1
3626,Name 3626,1,"['2275358134560875', '2255477330058759']",239709.08,['4808212685087717'],111642.15,Unemployed,PhD,Single,0
3627,Name 3627,1,"['2259770251635118', '5402430351247095', '2264042485604630']",289763.94,['4121370325558362'],236820.7,Student,Master,Single,1
3628,Name 3628,2,['2288815409279957'],139794.73,['4762861936711741'],70018.39,Unemployed,Bachelor,Divorced,0
3629,Name 3629,2,"['5148175667073177', '2286260526223525', '2536217492025993']",285838.54,['4626739585468787'],175779.16,Employed,High School,Married,1
3630,Name 3630,2,"['2247074618012375', '2257284021746538', '2258056566146152']",211264.8,['4734848502399857'],125975.5,Employed,Bachelor,Married,0
3631,Name 3631,1,"['5104852130852146', '2445214418883472']",198888.99,['4538111425551585'],67814.34,Student,PhD,Divorced,0
3632,Name 3632,1,['5445620743107150'],168663.75,['4486674866750554'],150000.0,Student,PhD,Single,0
3633,Name 3633,1,['5399933165816158'],143513.04,['4057497193658913'],133649.32,Unemployed,High School,Single,0
3634,Name 3634,2,"['2303920052581195', '2529227812974571']",294652.23,['4679957203348985'],243277.34,Unemployed,Bachelor,Single,0
3635,Name 3635,1,"['2321148282239735', '2236735633931533']",298138.33,['4687673267333835'],192971.49,Employed,High School,Divorced,0
3636,Name 3636,1,['2262654462380422'],158618.29,['4256521968039741'],129577.07,Student,PhD,Married,0
3637,Name 3637,2,"['2244712806734465', '5304664584356484']",61207.19,['4038601585776050'],150000.0,Student,PhD,Married,0
3638,Name 3638,1,['2221698180697195'],40391.1,['4605540852796214'],28083.69,Unemployed,High School,Single,0
3639,Name 3639,3,['5400852840387327'],48550.03,['4809970491499744'],150000.0,Employed,Bachelor,Single,0
3640,Name 3640,2,['2271193495559305'],263137.19,['4154533098599208'],87731.48,Employed,Master,Single,0
3641,Name 3641,1,['2265616825511669'],264276.97,['4484674649791844'],74615.41,Employed,High School,Single,0
3642,Name 3642,3,['5541017298215236'],143308.26,['4662825480810465'],65790.42,Student,Bachelor,Single,0
3643,Name 3643,1,"['2240051370679697', '5187451671891173', '2421730005951271']",202126.28,['4045345510258799'],177963.57,Student,High School,Divorced,1
3644,Name 3644,1,"['2275521549999950', '2720748065587734']",122568.46,['4625870517854579'],47676.24,Unemployed,PhD,Single,0
3645,Name 3645,1,"['5498563695487012', '2285583790288119', '5353165260677342']",225467.5,['4707196957248093'],148160.81,Unemployed,Bachelor,Divorced,1
3646,Name 3646,2,['5483638882732649'],115101.75,['4064080117632510'],40285.02,Employed,High School,Married,0
3647,Name 3647,2,['2508161326768119'],150751.37,['4207356811720852'],110415.42,Unemployed,High School,Single,1
3648,Name 3648,1,"['5483800945998902', '2424410539936026', '5305553228091475']",124783.73,['4352398733414928'],118217.87,Employed,Master,Single,0
3649,Name 3649,1,['2496753939094232'],108010.64,['4782238781815321'],50759.3,Employed,Bachelor,Married,0
3650,Name 3650,2,['2263107620010364'],74172.66,['4127314176409337'],44762.93,Employed,Master,Single,0
3651,Name 3651,2,['2248326385830739'],36831.62,['4138460354800412'],26471.2,Unemployed,High School,Single,0
3652,Name 3652,2,"['2284421970575693', '2290730402070368']",261501.79,['4141815850184972'],204243.19,Unemployed,Master,Divorced,0
3653,Name 3653,1,['5220163069990868'],50728.94,"['4876875617627177', '4662166215249913', '4201621243710656']",49817.35,Student,High School,Married,0
3654,Name 3654,1,"['2251071188518867', '2276126286101965']",19379.69,['4897316518018765'],19118.06,Employed,PhD,Married,0
3655,Name 3655,2,"['2269602265784038', '2278935923672230']",126360.09,['4522998970370249'],92179.85,Student,Master,Single,0
3656,Name 3656,2,"['2221345859192971', '2711322406639371']",237529.34,['4604290400882121'],48170.08,Student,PhD,Single,0
3657,Name 3657,1,"['2243530539559681', '2585417999488229']",75969.91,['4824495442362214'],20565.8,Employed,PhD,Single,0
3658,Name 3658,2,"['2289133740120669', '2677634110523820']",73186.03,['4690310311554166'],150000.0,Student,High School,Single,0
3659,Name 3659,1,"['2223492264007689', '5553502966596426']",98452.94,['4884697110567357'],91464.46,Unemployed,Bachelor,Divorced,0
3660,Name 3660,2,['2269556491022037'],286641.12,['4323101665695654'],272976.79,Employed,High School,Married,1
3661,Name 3661,2,['2408025862693216'],252451.31,['4051590854657699'],150000.0,Unemployed,High School,Single,1
3662,Name 3662,1,['5311365884156423'],201615.17,['4009310226414239'],55372.61,Employed,High School,Divorced,0
3663,Name 3663,1,"['2225308922465432', '2284862942968807']",206900.53,['4221321059095377'],203227.25,Unemployed,Master,Divorced,0
3664,Name 3664,1,['2236784529844186'],71273.16,['4822593563828153'],49517.0,Employed,Bachelor,Divorced,0
3665,Name 3665,2,['5481266047686500'],150000.0,['4072744693707604'],75932.11,Student,PhD,Married,0
3666,Name 3666,2,"['5218721247229493', '2576298315925024']",120900.21,"['4221922684916950', '4638701447306593', '4731252276873820']",49470.76,Student,High School,Divorced,0
3667,Name 3667,2,['5526402155575683'],113292.83,['4161139536152633'],75131.41,Unemployed,High School,Single,0
